u	v	length
576	19182	11.027
577	7188	12.927
577	8011	77.886
577	569	107.644
578	583	63.536
578	576	26.013
578	15891	55.587
578	19182	23.571
579	54189	26.561
579	587	126.15400000000001
580	7174	11.632
580	579	77.18599999999999
581	13619	221.19999999999996
581	30933	195.60399999999998
582	2147	78.746
582	31266	89.928
583	15891	27.646
583	585	85.678
583	578	63.536
584	7175	11.199
584	580	83.757
584	20738	107.43
585	586	19.334
585	583	85.678
585	46872	203.458
586	2715	72.977
586	585	19.334
586	2714	81.417
587	10941	10.348
587	588	27.576999999999998
588	47124	17.085
588	10941	23.896
589	44125	149.028
589	581	169.659
590	584	231.963
590	17823	95.53999999999999
591	592	126.609
591	2714	120.43
591	2846	83.76599999999999
591	46885	95.375
592	591	126.609
592	23249	28.403
592	46901	51.282
592	595	36.367000000000004
593	36248	33.497
593	30538	45.872
593	39367	164.655
594	590	179.014
595	601	115.982
595	12524	202.981
595	592	36.367000000000004
596	49453	25.028
596	45007	21.543
596	2804	112.97800000000001
597	11867	43.38
597	8351	43.388
597	602	94.01599999999999
598	44788	84.76
598	39367	80.864
598	24802	83.675
598	24798	185.95299999999997
599	16764	11.122
600	603	81.862
600	44788	85.288
600	12538	179.067
600	12534	172.359
601	12110	44.988
601	6813	33.03
601	595	115.982
602	12645	18.294
602	12641	65.92399999999999
602	597	94.01599999999999
603	604	121.114
603	600	81.862
603	24456	82.188
603	24453	94.018
604	603	121.114
604	16266	74.12
605	38738	212.56099999999998
605	619	81.54599999999999
606	609	98.166
606	14425	71.32000000000001
606	1530	104.959
607	608	143.137
607	44058	78.672
607	52729	72.127
608	607	143.137
608	52727	78.169
609	612	76.119
609	1534	113.16
609	606	98.166
610	38743	196.37599999999998
610	622	79.476
611	51744	91.624
612	609	76.119
612	1537	117.331
612	7398	150.656
612	614	90.269
613	38749	196.368
613	623	79.88300000000001
614	36859	84.768
614	36864	25.285
614	7399	149.415
614	612	90.269
615	29244	77.302
615	38766	196.017
616	16985	70.196
616	47208	155.915
616	50762	78.974
616	618	72.762
617	49154	21.394
617	605	83.454
618	47217	123.517
618	616	72.762
618	36875	37.376
619	610	79.82300000000001
620	39275	95.616
621	21048	82.484
621	29001	79.343
621	39302	110.493
622	47804	18.958
623	39692	21.129
623	615	79.16799999999999
624	35933	79.023
624	49591	79.253
624	47450	78.778
624	33033	155.79
625	20079	201.887
625	6800	45.121
625	53566	29.728
626	43891	78.783
626	35933	79.298
626	33038	155.736
626	38985	79.669
627	42019	25.12
627	617	90.737
627	38732	262.244
628	630	62.284
629	7968	90.878
629	15929	245.75599999999997
630	628	62.284
630	12469	63.953
631	11930	194.60899999999998
631	10917	104.976
632	7092	40.273
633	631	108.165
633	11931	98.552
633	4216	10.853
634	33968	193.066
634	9886	82.102
635	17726	55.925
635	55174	81.14699999999999
636	16450	149.386
636	54198	164.57
637	17726	59.468999999999994
637	635	32.738
638	55120	163.497
638	31627	57.002
638	9869	79.414
639	23379	81.762
639	9872	76.087
640	9874	76.271
640	639	147.137
641	40741	81.359
641	30985	75.0
642	9582	126.13
642	6756	77.679
642	55177	77.866
643	9882	76.194
643	641	163.548
644	642	140.591
644	6758	77.742
645	2554	78.475
645	2552	79.895
645	643	210.289
646	644	143.384
646	55180	77.888
646	6759	77.682
647	646	143.97
647	55181	78.437
648	647	141.769
648	55182	79.258
648	6765	78.534
649	648	174.014
649	55183	79.094
650	6767	78.724
650	649	174.185
651	650	174.451
651	6393	78.643
651	55185	79.0
652	27490	52.433
652	42060	44.961
653	652	125.96
653	30519	70.234
654	651	173.748
654	6771	79.328
654	55188	79.267
655	654	54.684
655	6801	81.623
655	55190	81.66999999999999
656	48737	70.534
656	45234	137.446
657	653	168.8
657	47472	70.1
658	55191	79.198
658	655	248.21800000000002
658	4408	78.997
659	35028	131.339
659	54957	130.494
659	50281	137.002
660	661	199.803
661	660	199.803
661	8294	46.077000000000005
662	11227	201.204
662	28284	79.876
662	9895	79.47
663	664	228.831
663	666	215.265
663	8600	239.428
664	1202	80.287
664	7630	24.858
664	663	228.831
665	32640	57.843
665	50283	137.466
665	35023	127.781
666	18528	162.905
666	663	215.265
666	28277	211.76600000000002
666	8602	236.139
667	662	181.57
667	8476	78.979
667	8479	79.29
668	28277	12.101
668	669	234.16299999999998
668	18530	165.52600000000004
669	15815	80.624
669	671	81.02199999999999
669	668	234.163
670	667	203.987
670	22315	79.393
671	8607	235.633
671	673	75.625
671	669	81.02199999999999
672	675	35.233
672	50	130.513
672	32164	184.934
673	674	79.97
673	671	75.625
674	8612	236.031
674	51840	82.603
674	673	79.97
675	672	35.233
676	51840	74.858
676	677	81.743
677	8617	235.623
677	679	80.289
677	676	81.743
678	47563	78.227
678	31524	195.031
678	31525	239.96499999999997
679	8619	235.792
679	680	78.856
679	677	80.289
680	682	78.321
680	679	78.856
681	33889	90.745
681	37290	254.37
681	16684	145.241
682	8621	236.22
682	684	80.444
682	680	78.321
683	52136	40.931
683	685	79.128
683	21559	67.051
684	8622	235.178
684	687	76.363
684	682	80.444
684	25180	82.727
685	690	79.402
685	683	79.128
685	11731	200.679
686	31042	155.573
686	41008	126.31700000000001
686	22657	101.35300000000001
687	688	80.205
687	684	76.363
687	26658	82.262
688	29424	81.858
688	8625	235.806
688	691	78.369
688	687	80.205
689	51411	132.512
689	53592	168.882
690	52127	136.579
690	692	79.292
690	685	79.402
691	8627	236.644
691	693	79.964
691	688	78.369
691	18352	81.90299999999999
692	53106	79.164
692	690	79.292
692	11734	201.40699999999998
693	691	79.964
693	694	77.58600000000001
694	1781	236.624
694	29267	12.061
694	693	77.58600000000001
695	1982	94.587
695	48160	193.762
695	51603	44.835
696	48552	79.192
696	53106	79.401
696	11737	200.777
697	22657	29.23
698	53873	113.44
698	37427	101.785
699	700	79.328
699	48552	79.273
699	11738	200.525
700	699	79.328
700	701	79.292
700	1965	220.112
701	52994	79.21000000000001
701	700	79.292
701	2064	228.378
702	23346	177.498
702	24105	144.064
702	52994	79.292
703	7044	79.321
704	703	225.894
704	14508	79.238
705	708	86.897
705	45617	53.061
705	47012	95.407
706	7048	78.337
706	704	208.654
707	42514	188.913
707	47492	120.982
708	47014	60.852
708	713	41.405
708	713	189.873
708	705	86.897
709	7051	79.254
709	54825	207.102
710	712	75.748
710	11927	77.173
711	21776	11.291
711	25991	79.375
712	710	75.748
712	47516	126.587
713	708	41.405
713	708	189.873
713	42341	21.226
714	14164	128.606
715	33089	126.281
715	717	87.474
716	22798	146.19
717	13896	235.033
717	720	93.27
717	715	87.474
718	15626	66.35
719	718	73.4
719	1244	160.076
719	721	66.065
720	14094	219.735
720	29833	11.889
720	717	93.27
721	719	66.065
722	44081	99.228
722	31285	129.944
722	32858	118.633
722	12947	237.97500000000002
723	12047	124.322
723	2200	59.5
724	726	250.58
725	39781	202.58499999999998
725	6421	147.175
726	724	250.58
726	17689	55.028
726	48797	55.965
727	23771	79.146
727	28717	79.208
727	9615	270.132
728	20431	79.065
728	727	140.635
729	37218	91.173
730	39779	278.029
730	725	89.929
731	990	51.510000000000005
731	3351	130.832
731	21574	274.63800000000003
732	22945	78.507
732	22944	79.344
732	728	141.281
733	10265	80.305
733	732	145.776
734	736	98.681
734	26360	60.366
735	737	101.503
735	2704	301.914
735	51834	78.735
736	734	98.681
737	52671	227.869
737	735	101.503
737	51836	76.092
737	16921	56.523
738	24352	79.4
738	23774	79.069
738	733	142.123
739	23598	79.029
739	738	173.964
740	765	89.86500000000001
740	20304	46.874
740	40298	114.28699999999998
741	3730	157.31
741	742	75.469
741	23012	272.823
742	744	76.109
742	741	75.469
742	3731	156.4
742	15200	225.719
743	28031	75.368
744	750	76.09
744	742	76.109
744	3734	156.035
745	4497	79.248
745	4491	79.139
745	29131	247.653
746	261	56.892
746	19714	13.863
746	32714	88.944
747	746	78.82
748	753	180.559
748	5541	64.06
748	51862	81.13900000000001
749	37539	186.493
749	751	189.601
749	28723	79.434
749	23787	78.867
750	7633	215.472
750	754	76.26
750	744	76.09
751	749	189.601
751	752	172.838
751	26676	78.434
751	23788	80.006
752	751	172.838
752	28272	168.109
752	11236	78.671
752	11235	79.787
753	748	180.559
754	3741	156.433
754	750	76.26
754	756	105.94200000000001
755	28272	13.417
755	26626	79.568
756	758	78.672
756	754	105.94200000000001
756	18755	202.764
756	3743	155.503
757	5572	80.464
757	16234	78.436
758	18756	197.343
758	3746	149.323
758	761	76.564
758	756	78.672
759	27517	68.845
759	2995	36.018
759	2997	87.746
759	24245	54.341
760	759	68.017
760	762	94.203
761	763	121.833
761	758	76.564
761	16128	190.398
761	3750	145.071
762	764	122.376
762	17240	164.954
762	760	94.203
763	766	63.753
763	761	121.833
763	14750	85.906
763	18674	19.063
764	768	49.991
764	762	122.376
764	17245	62.33
765	769	16.67
765	769	45.711
765	740	89.865
766	763	63.753
766	770	77.902
766	14750	59.057
766	8421	295.989
767	455	116.548
767	42900	96.529
767	49667	83.38900000000001
768	17245	37.039
768	771	28.645
768	764	49.991
768	17207	85.28
769	765	16.67
769	765	45.711
769	787	70.542
770	773	76.936
770	766	77.902
770	10277	133.368
770	10275	295.624
771	772	83.774
771	768	28.645
772	774	124.395
772	771	83.774
773	776	76.165
773	770	76.936
773	14752	111.78
773	14833	296.075
774	26237	84.954
774	775	96.733
774	772	124.395
774	26255	87.777
775	778	43.481
775	774	96.733
775	26255	62.67
776	780	77.74
776	773	76.165
776	14729	104.369
776	20889	296.185
777	15683	85.333
777	252	36.538
777	778	99.151
778	777	99.151
778	775	43.481
778	15753	160.882
779	783	93.608
779	252	53.116
779	253	38.005
780	776	77.74
780	14727	174.33100000000002
780	21887	295.993
780	52537	74.607
781	9522	79.33500000000001
781	35226	214.517
782	29607	98.986
782	20	65.558
782	18577	130.792
783	55245	53.365
783	779	93.608
783	17	75.301
784	785	70.644
784	20338	296.315
784	52537	85.187
785	51033	185.56
785	788	77.341
785	784	70.644
785	18267	295.93899999999996
786	3835	34.804
786	29607	15.74
786	37068	114.185
786	36922	16.097
787	51804	75.693
787	769	70.54200000000002
787	45762	189.108
788	3076	263.022
788	789	77.593
788	785	77.341
789	52535	31.343
789	788	77.593
789	6754	262.84499999999997
790	50380	77.016
790	52535	44.776
790	6757	262.574
791	793	4.678
792	54212	10.372
792	45760	59.43899999999999
792	52410	229.074
793	791	4.678
793	53388	22.201
793	53389	166.511
794	36876	22.027
794	36922	23.796
794	36871	138.955
794	36835	123.013
794	798	116.80799999999999
795	796	48.757000000000005
795	20502	173.683
795	3418	94.41300000000001
795	19157	73.667
796	795	48.757000000000005
796	10312	99.74300000000001
796	3418	139.623
797	14907	74.797
798	799	111.488
798	15332	112.375
798	794	116.80799999999999
799	19808	25.406
799	798	111.488
799	17042	85.951
799	800	237.899
800	27787	85.022
800	26283	85.359
800	801	237.463
800	799	237.899
801	26284	85.312
801	27789	85.201
801	800	237.463
801	802	207.584
802	27790	85.569
802	26285	85.153
802	801	207.584
802	805	232.04699999999997
803	807	253.513
803	7848	85.45
803	28968	248.761
804	53302	14.881
804	28505	365.34900000000005
804	819	495.162
805	808	34.467
805	802	232.047
806	809	110.966
806	49676	41.354
807	803	253.513
807	18140	64.955
808	805	34.467
808	810	126.076
808	27797	71.75800000000001
808	26270	104.512
809	32979	51.161
809	806	110.966
810	1651	131.63
810	814	76.581
810	808	126.07600000000001
811	33011	41.096
811	14181	29.272
811	812	37.149
811	32979	23.315
812	816	118.336
812	811	37.149
813	5266	44.5
813	13124	192.793
813	817	103.694
814	23693	134.116
814	11784	90.22999999999999
814	13509	122.406
814	810	76.581
815	41321	6.912
815	23224	114.77100000000002
816	14184	23.907
816	812	118.336
816	31404	39.603
816	7361	143.6
817	21089	96.107
817	8064	56.253
817	813	103.69400000000002
818	865	141.604
818	823	77.114
818	824	88.174
819	5860	38.31100000000001
819	821	37.7
820	30176	117.507
820	815	79.156
821	43337	13.0
821	468	148.93499999999997
821	51163	104.64099999999999
821	5860	44.498000000000005
822	14178	226.068
822	31404	44.358
822	826	85.345
823	818	77.114
823	13509	121.261
823	15072	139.292
823	15069	85.213
824	27507	55.8
824	828	49.377
824	818	88.174
825	23193	130.271
825	25211	79.299
825	33395	79.227
826	12115	263.164
826	834	85.274
826	822	85.345
827	30173	135.587
827	825	79.264
828	24530	91.062
828	24529	85.109
828	824	49.377
828	831	124.523
829	464	12.535
829	468	98.886
829	836	143.951
830	827	79.608
830	30172	140.151
830	27877	79.068
831	832	92.872
831	828	124.523
832	835	241.304
832	26603	84.993
832	26280	85.656
832	831	92.872
833	32496	70.776
833	23213	148.732
833	30408	79.3
834	18655	261.94
834	826	85.274
834	837	85.07999999999998
835	27761	85.304
835	26282	84.823
835	832	241.304
835	22738	235.599
836	40911	74.945
836	40908	9.968
836	36559	108.32400000000001
837	22456	262.936
837	842	85.107
837	834	85.07999999999998
838	26292	85.449
838	839	106.248
838	843	113.521
839	26291	85.234
839	838	106.248
839	22738	19.831
839	29325	45.663
840	841	116.895
840	1083	75.783
841	23198	80.652
841	18035	104.733
842	18651	261.79
842	837	85.107
842	847	85.239
843	26293	85.162
843	27767	85.306
843	845	237.626
843	838	113.521
844	30367	184.28900000000002
845	26295	85.3
845	27768	85.299
845	849	237.574
845	843	237.626
846	25105	116.71300000000001
847	24516	262.511
847	848	85.031
847	842	85.239
848	847	85.031
848	4687	261.312
848	851	85.053
849	27772	85.236
849	26297	85.237
849	845	237.574
849	852	237.637
850	22339	76.386
851	14112	254.05
851	853	84.908
851	848	85.053
852	29263	11.841
852	1741	86.763
852	849	237.637
853	18646	262.989
853	851	84.908
853	855	85.07
854	27653	75.871
854	25389	123.315
855	24512	245.434
855	853	85.07
855	857	84.875
856	854	76.14
856	4988	77.725
856	4986	122.106
857	24509	240.915
857	18644	262.356
857	859	85.14
857	855	84.875
858	856	74.922
859	3039	236.671
859	860	85.211
859	857	85.14
860	18642	263.549
860	863	84.738
860	859	85.211
861	28344	104.739
862	42149	74.693
862	29605	123.59599999999999
862	29700	76.19800000000001
863	866	84.838
863	15981	228.29500000000002
863	860	84.738
864	869	116.82600000000001
865	15072	69.215
866	863	84.838
866	50820	85.076
866	18639	263.03700000000003
867	17594	124.102
867	862	74.688
867	17592	76.41199999999999
868	15084	72.07
869	879	61.833
869	879	224.16
869	28054	101.86099999999999
869	864	116.826
870	47	246.648
870	30293	536.1519999999999
871	874	82.327
871	50820	84.158
871	18638	262.259
872	29606	124.163
872	48819	74.71700000000001
873	868	88.967
873	23386	146.79399999999998
873	15087	71.06400000000001
874	5752	227.563
874	876	70.83
874	871	82.327
875	5142	63.19
876	15284	241.479
876	878	76.933
876	874	70.83
877	52541	90.929
877	52544	79.34
877	8812	111.15599999999999
878	881	104.318
878	876	76.933
878	22753	228.016
879	869	61.833
879	869	224.15999999999997
879	28058	237.36599999999999
880	883	79.377
880	53375	123.817
880	46788	200.897
881	890	70.35
881	878	104.318
881	16845	159.07299999999998
882	37611	6.06
882	1308	79.755
883	885	78.107
883	880	79.377
883	46789	200.745
884	882	72.478
884	48330	104.732
885	52230	40.202
885	883	78.107
885	46792	200.914
886	48327	83.237
886	884	72.857
887	24297	82.262
887	886	99.711
888	889	198.222
888	42026	41.632
888	6996	51.58
889	896	140.163
889	888	198.222
889	36499	76.295
889	28992	72.409
890	881	70.35
890	9904	228.027
890	892	94.538
891	894	77.155
891	47241	78.786
891	52560	119.318
891	37370	146.873
892	5995	145.716
892	5989	147.686
892	895	123.687
892	890	94.538
893	24299	90.559
893	887	141.787
894	891	77.155
894	37372	161.376
894	897	80.573
894	52561	107.169
895	20037	69.865
895	46683	23.484
895	46684	46.638
895	892	123.687
896	889	140.163
896	36502	74.899
896	3894	70.214
896	901	134.29399999999998
897	37375	160.783
897	898	87.486
897	894	80.573
897	52563	105.37200000000001
898	897	87.486
898	27366	78.149
898	52565	73.66
899	46684	45.625
899	18620	131.672
899	906	61.17
900	52073	288.46000000000004
901	902	137.588
901	36505	75.479
901	3900	68.677
901	896	134.29399999999998
902	905	216.014
902	901	137.588
902	36506	75.841
902	3904	67.939
903	34734	13.595
903	17346	94.68
903	10204	111.21799999999999
904	10935	9.02
904	18960	43.733
904	900	32.433
905	902	216.014
905	36508	78.50800000000001
905	3906	71.175
906	20036	85.041
906	909	66.525
906	899	61.17
907	27199	92.895
907	39939	177.72500000000002
907	27362	97.902
908	20259	37.207
909	913	78.522
909	906	66.525
909	7417	147.711
910	37705	90.742
910	21161	60.415
911	915	100.74700000000001
911	2451	15.32
912	19489	11.569
913	919	53.72
913	909	78.522
913	18618	157.823
914	36725	101.909
914	917	78.045
915	14509	104.844
915	34583	85.274
915	911	100.74700000000001
916	20556	91.349
916	20557	90.878
917	47207	24.264
917	36727	151.212
918	916	253.013
918	22164	91.122
918	22163	90.528
919	922	192.755
919	913	53.72
919	7889	85.209
919	7891	85.113
920	47210	36.137
920	50410	43.426
921	5234	81.231
921	53957	84.08699999999999
922	20032	85.034
922	9119	85.289
922	926	202.56
922	919	192.755
923	924	35.279
923	934	29.152
924	934	24.916999999999998
924	925	75.15700000000001
925	53959	65.35000000000001
925	927	141.609
925	924	75.15700000000001
926	18050	85.628
926	9257	16.535
926	930	25.578
926	922	202.56
927	17590	59.492999999999995
927	40818	77.394
927	925	141.609
928	43545	162.776
928	53249	60.496
928	37374	211.61199999999997
929	40818	7.274
929	17590	50.67
930	926	25.578
930	9256	110.802
930	933	155.485
931	41444	174.078
931	21720	22.961
932	43504	11.768
932	43636	71.881
933	937	68.237
933	9256	91.322
933	8753	98.279
933	930	155.485
934	4705	103.036
935	53850	108.976
935	12801	131.247
936	15147	59.25
936	23801	202.30399999999997
936	28001	337.91499999999996
937	940	270.607
937	933	68.237
937	8753	68.10499999999999
937	8755	84.967
938	38928	43.425
939	14380	144.765
939	35961	203.977
939	7628	233.475
940	3172	85.457
940	3168	84.885
940	937	270.607
940	943	207.433
941	52691	77.198
941	11699	94.946
942	36158	6.935
943	945	177.715
943	9112	84.702
943	940	207.433
943	9181	164.627
944	14073	122.247
944	47043	28.346
944	11426	388.82399999999996
945	5447	164.614
945	5440	84.859
945	949	183.77
945	943	177.715
946	47872	182.568
946	22403	90.752
947	946	21.65
948	1081	53.799
948	1079	85.59
949	10049	241.059
949	945	183.77
950	948	35.264
950	15987	78.70400000000001
951	26543	187.904
951	40362	101.858
952	950	287.677
952	15988	79.453
952	27338	81.07499999999999
953	952	220.155
953	2209	82.541
953	27340	82.80000000000001
954	9705	266.755
954	22650	81.372
955	951	80.044
955	31770	258.607
956	953	21.039
956	2209	79.202
957	955	80.044
